"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","addstreet","addcity","addstate","addpostal_code","addcountry","mdm_id","effective_update_date","guess_gender"
MKT,"1398717",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1217,,,NOT_CONFIRMED,,,,,,,,10496,10496,,Justina,Ubaldo,JSTN,UBLT,justina,ubaldo,justina,"300-23-3433",1985-01-30,"320 W FRONT ST",MEDIA,PENNSYLVANIA,justina@ubaldo.com,justina@ubaldo.com,"1","610-565-9373",(610) 565-9373,"Media, PA",NORMAL,CUSTOMER,"320 W Front St",Media,PA,"19063",US,,2025-03-20 14:19:14.030,FEMALE
MKT,"1398731",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1218,,,NOT_CONFIRMED,,,,,,,,10497,10497,,Marlene,Hilgeman,MRLN,HLJM,marlene,hilgeman,marlene,"698-71-3263",1982-09-20,"300 S 4TH ST #-1700",LAS VEGAS,NEVADA,marlene@hilgeman.com,marlene@hilgeman.com,"1","383-2994","383-2994",,,PROSPECT,"300 S 4th St #-1700",Las Vegas,NV,"89101",US,,2025-03-20 14:19:14.069,FEMALE
MKT,"1424076",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1237,,,NOT_CONFIRMED,,,,,,,,10499,10499,,Burl,Maggert,BRL,MKRT,burl,maggert,burl,"374-22-4029",1993-02-09,"129 LOCKWOOD ST",NEWARK,NEW JERSEY,burl@maggert.com,burl@maggert.com,"1","589-0421","589-0421",,,PROSPECT,"129 Lockwood St",Newark,NJ,"07105",US,,2025-03-20 14:19:14.102,MALE
MKT,"1428866",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1241,,,NOT_CONFIRMED,,,,,,,,10500,10500,,Shauna,Ellerbusch,XN,ELRB,shauna,ellerbusch,shauna,"110-35-6626",1985-03-18,"1042 IH 35 E",NEW BRAUNFELS,TEXAS,shauna@ellerbusch.com,shauna@ellerbusch.com,"1","2591","2591",,NORMAL,CUSTOMER,"1042 Ih 35 E",New Braunfels,TX,"78130",US,,2025-03-20 14:19:14.094,FEMALE
MKT,"1429319",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1242,,,NOT_CONFIRMED,,,,,,,,10501,10501,,Oscar,Graniela,OSKR,KRNL,oscar,graniela,oscar,"912-83-8430",1990-03-22,"6905 E US HIGHWAY 87",SAN ANTONIO,TEXAS,oscar@graniela.com,oscar@graniela.com,"1","648-7659","648-7659",,NORMAL,CUSTOMER,"6905 E Us Highway 87",San Antonio,TX,"78263",US,,2025-03-20 14:19:13.936,MALE
CRM,"1445930",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1178,,,NOT_CONFIRMED,,,,,,,,10558,10558,,Jard,Shemelt,JRT,XMLT,jard,shemelt,jard,"88",1969-09-12,"390 LAKEWOOD PT",FENGHUANGSHAN,,jshemolto@ow.ly,jshemolto@ow.ly,"1",,,,,PROSPECT,"390 Lakewood Pt",Fenghuangshan,,,CN,,2025-03-20 14:19:14.180,UNKNOWN
MKT,"1429729",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1243,,,NOT_CONFIRMED,,,,,,,,10502,10502,,Cissy,Hysmith,SS,SM0,cissy,hysmith,cissy,"628-61-9471",1983-09-26,"3200 W MARKET ST #-108",AKRON,OHIO,cecilia@hysmith.com,cecilia@hysmith.com,"1","864-0619","864-0619",,,PROSPECT,"3200 W Market St #-108",Akron,OH,"44333",US,,2025-03-20 14:19:14.132,MALE
CRM,"1435729",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1100,,,NOT_CONFIRMED,,,,,,,,10506,10506,,Powell,Cowling,PWL,KLNK,powell,cowling,powell,"52",1979-11-28,"563 SUNNYSIDE PLAZA",AURORA,,pcowling8@blinklist.com,pcowling8@blinklist.com,"1",,,,,PROSPECT,"563 Sunnyside Plaza",Aurora,,"7020",PH,,2025-03-20 14:19:14.129,UNKNOWN
CRM,"1435768",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1101,,,NOT_CONFIRMED,,,,,,,,10507,10507,,Lin,Titterrell,LN,TTRL,lin,titterrell,lin,"2",1938-12-28,"772 FALLVIEW AVE",CORINTO,,ltitterrell15@java.com,ltitterrell15@japan.com,"1",,,,,PROSPECT,"772 Fallview Avenue",Corinto,,"39200-000",BR,,2025-03-20 14:19:14.135,MALE
CRM,"1435977",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1102,,,NOT_CONFIRMED,,,,,,,,10508,10508,,Lita,Durdy,LT,TRT,lita,durdy,lita,"66",1947-05-13,"5370 DARWIN CIRCLE",KONGKESHU,,ldurdy14@phpbb.com,ldurdy14@phpbb.com,"1",,,,HIGH,CUSTOMER,"5370 Darwin Circle",Kongkeshu,,,CN,,2025-03-20 14:19:14.085,FEMALE
CRM,"1436151",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1103,,,NOT_CONFIRMED,,,,,,,,10509,10509,,Nonah,Truss,NN,TRS,nonah,truss,nonah,"40",1963-08-25,"33 HOFFMAN PARK",FALKENBERG,HALLAND,ntrusst@delicious.com,ntrusst@religious.com,"1",,,,,PROSPECT,"33 Hoffman Park",Falkenberg,Halland,"311 35",SE,,2025-03-20 14:19:14.116,UNKNOWN
CRM,"1436154",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1104,,,NOT_CONFIRMED,,,,,,,,10510,10510,,Wilbert,Neilan,WLBR,NLN,wilbert,neilan,wilbert,"51",1993-01-02,"390 LAKEWOOD POINT",PORTALEGRE,PORTALEGRE,wneilank@naver.com,wneilank@naver.com,"1",,,,HIGH,CUSTOMER,"390 Lakewood Point",Portalegre,Portalegre,"7300-006",PT,,2025-03-20 14:19:13.885,MALE
CRM,"1437465",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1105,,,NOT_CONFIRMED,,,,,,,,10511,10511,,Gypsy,Sommerville,JPS,SMRF,gypsy,sommerville,gypsy,"78",1939-09-08,"0 BOWMAN DR",GALAT√°S,,gsommerville1a@forbes.com,gsommerville1a@forbes.com,"1",,,,,PROSPECT,"0 Bowman Drive",Galat√°s,,,GR,,2025-03-20 14:19:14.064,UNKNOWN
CRM,"1437729",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1107,,,NOT_CONFIRMED,,,,,,,,10513,10513,,Benny,Gundry,BN,KNTR,benny,gundry,benny,"78",1977-07-15,"223 STEENSLAND HILL",RAWAAPU,,bgundrym@ameblo.jp,bgundrym@ameblo.jp,"1",,,,NORMAL,CUSTOMER,"223 Steensland Hill",Rawaapu,,,ID,,2025-03-20 14:19:14.007,MALE
CRM,"1441590",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1165,,,NOT_CONFIRMED,,,,,,,,10519,10519,,Austen,Hambelton,ASTN,HMBL,austen,hambelton,austen,"42",1985-12-18,"921 DORTON RD",WATANGAN,,ahambeltono@list-manage.com,ahambeltono@list-manage.com,"1",,,,NORMAL,CUSTOMER,"921 Dorton Road",Watangan,,,ID,,2025-03-20 14:19:13.896,UNKNOWN
CRM,"1442009",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1167,,,NOT_CONFIRMED,,,,,,,,10521,10521,,Aggie,Cuell,AK,KL,aggie,cuell,aggie,"21",1948-05-25,"381 ROXBURY AVE",CHARATA,,acuell12@storify.com,acuell12@storify.com,"0",,,,NORMAL,CUSTOMER,"381 Roxbury Avenue",Charata,,"3730",AR,,2025-03-20 14:19:14.051,UNKNOWN
CRM,"1443164",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1169,,,NOT_CONFIRMED,,,,,,,,10522,10522,,Felice,Pring,FLS,PRNK,felice,pring,felice,"37",1952-06-13,"3436 CROWNHARDT DR",H√† ƒê√¥NG,,fpring5@amazonaws.com,fpring5@amazonaws.com,"1",,,,NORMAL,CUSTOMER,"3436 Crownhardt Drive",H√† ƒê√¥ng,,,VN,,2025-03-20 14:19:14.122,MALE
CRM,"1443168",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1026,,,NOT_CONFIRMED,,,,,,,,10523,10523,,Fanya,Byrnes,FNY,BRNS,fanya,byrnes,fanya,"93",1961-09-27,"6204 DUNNING COURT",ASEN,,fbyrnese@stumbleupon.com,fbyrnese@stumbleupon.com,"1",,,,NORMAL,CUSTOMER,"6204 Dunning Court",Asen,,"6151",BG,,2025-03-20 14:19:14.159,UNKNOWN
CRM,"1443468",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1170,,,NOT_CONFIRMED,,,,,,,,10524,10524,,Ag,Levick,AK,LFK,ag,levick,ag,"24",1990-10-01,"2828 CROWLEY CENTER",LINDAVISTA,VERACRUZ LLAVE,alevickb@hubpages.com,alevickb@hubpages.com,"1",,,,NORMAL,CUSTOMER,"2828 Crowley Center",Lindavista,Veracruz Llave,"95098",MX,,2025-03-20 14:19:14.046,UNKNOWN
CRM,"1444619",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1171,,,NOT_CONFIRMED,,,,,,,,10525,10525,,Brien,Sutlieff,BRN,STLF,brien,sutlieff,brien,"5",1936-03-30,"83 ESCH PKWY",HUILLAPIMA,,bsutlieffz@netvibes.com,bsutlieffz@netvibes.com,"1",,,,NORMAL,CUSTOMER,"83 Esch Parkway",Huillapima,,"4726",AR,,2025-03-20 14:19:13.938,UNKNOWN
MKT,"1436081",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1246,,,NOT_CONFIRMED,,,,,,,,10526,10526,,Marris,Calloway,MRS,KLW,marris,calloway,marris,"16",1981-11-01,"7975 SUTTERIDGE TERRACE",SHANGYUAN,,mcallowayh@cisco.com,mcallowayh@cisco.com,"1",,,,NORMAL,CUSTOMER,"7975 Sutteridge Terrace",Shangyuan,,,CN,,2025-03-20 14:19:13.863,UNKNOWN
MKT,"1436177",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1247,,,NOT_CONFIRMED,,,,,,,,10527,10527,,Luella,Phoebe,LL,FB,phoebe,luella,fifi,"97",1944-09-25,"68287 ESKER CENTER",CABA,,lphoebe13@vkontakte.ru,lphoebe13@vkontakte.ru,"1",,,,HIGH,CUSTOMER,"68287 Esker Center",Caba,,"2502",PH,,2025-03-20 14:19:14.174,FEMALE
MKT,"1437091",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1248,,,NOT_CONFIRMED,,,,,,,,10528,10528,,Gabriele,Medhurst,KBRL,MTHR,gabriele,medhurst,gabriele,"23",1957-05-03,"3 ALGOMA LANE",NOVOSPASSKOYE,,gmedhurstn@ucoz.ru,gmedhurstn@ucoz.ru,"1",,,,,PROSPECT,"3 Algoma Lane",Novospasskoye,,"607914",RU,,2025-03-20 14:19:14.181,UNKNOWN
MKT,"1437774",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1249,,,NOT_CONFIRMED,,,,,,,,10529,10529,,Marnie,Vallack,MRN,FLK,marnie,vallack,marnie,"40",1955-08-22,"88 THOMPSON POINT",LENGSHUIJING,,mvallackq@twitpic.com,mvallackq@twitpic.com,"0",,,,,PROSPECT,"88 Thompson Point",Lengshuijing,,,CN,,2025-03-20 14:19:13.838,FEMALE
MKT,"1437801",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1250,,,NOT_CONFIRMED,,,,,,,,10530,10530,,Frederic,Cecchetelli,FRTR,SKXT,frederic,cecchetelli,frederic,"33",1985-06-24,"92097 MONTEREY CIRCLE",MARACAY,,fcecchetelli16@quantcast.com,fcecchetelli16@quantcast.com,"1",,,,NORMAL,CUSTOMER,"92097 Monterey Circle",Maracay,,,VE,,2025-03-20 14:19:13.949,MALE
MKT,"1437835",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1251,,,NOT_CONFIRMED,,,,,,,,10531,10531,,Salvatore,Benkhe,SLFT,BNKH,salvatore,benkhe,salvatore,"26",1988-05-03,"83 SUNDOWN ST",S√£O JULI√£O DO TOJAL,LISBOA,sbenkhe9@google.co.uk,sbenkhe9@google.co.uk,"1",,,,,PROSPECT,"83 Sundown Street",S√£o Juli√£o do Tojal,Lisboa,"2660-363",PT,,2025-03-20 14:19:14.063,MALE
MKT,"1438717",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1252,,,NOT_CONFIRMED,,,,,,,,10532,10532,,Vanna,Lamborne,FN,LMBR,vanna,lamborne,vanna,"36",1974-06-04,"7 PORTER LANE",CRUZ DEL EJE,,vlamborne11@youtu.be,vlamborne11@youtu.be,"1",,,,NORMAL,CUSTOMER,"7 Porter Lane",Cruz del Eje,,"5280",AR,,2025-03-20 14:19:13.995,FEMALE
MKT,"1439455",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1254,,,NOT_CONFIRMED,,,,,,,,10533,10533,,Atlanta,Giordano,ATLN,JRTN,giordano,atlanta,atlanta,"65",1970-11-04,"9506 CHINOOK TRAIL",BRYUKHOVYCHI,,agiordano10@ehow.com,agiordano10@ehow.com,"1",,,,NORMAL,CUSTOMER,"9506 Chinook Trail",Bryukhovychi,,,UA,,2025-03-20 14:19:14.068,MALE
MKT,"1439755",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1256,,,NOT_CONFIRMED,,,,,,,,10535,10535,,Izzy,Raftery,IS,RFTR,izzy,raftery,izzy,"49",1958-10-31,"04 NORTHFIELD JUNCTION",TAKANOSU,,irafteryu@mapquest.com,irafteryu@mapquest.com,"1",,,,NORMAL,CUSTOMER,"04 Northfield Junction",Takanosu,,"989-0222",JP,,2025-03-20 14:19:14.036,UNKNOWN
MKT,"1439942",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1257,,,NOT_CONFIRMED,,,,,,,,10536,10536,,Timoteo,Papworth,TMT,PPWR,timoteo,papworth,timoteo,"85",1938-03-21,"71868 HIGH CROSSING CROSSING",BERLIN,BERLIN,tpapworth4@constantcontact.com,tpapworth4@constantcontact.com,"1",,,,NORMAL,CUSTOMER,"71868 High Crossing Crossing",Berlin,Berlin,"13599",DE,,2025-03-20 14:19:14.133,UNKNOWN
MKT,"1441230",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1258,,,NOT_CONFIRMED,,,,,,,,10537,10537,,Virgie,Pittwood,FRJ,PTWT,virgie,pittwood,virgie,"39",1981-06-08,"1439 LIGHTHOUSE BAY POINT",VESTMANNAEYJAR,,vpittwood3@hud.gov,vpittwood3@hud.gov,"1",,,,,PROSPECT,"1439 Lighthouse Bay Point",Vestmannaeyjar,,"902",IS,,2025-03-20 14:19:14.127,UNKNOWN
MKT,"1442305",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1259,,,NOT_CONFIRMED,,,,,,,,10538,10538,,Daune,Ansty,TN,ANST,daune,ansty,daune,"9",1941-05-11,"85816 WESTPORT TERRACE",SIDOMULYO,,danstys@amazon.com,danstys@amazon.com,"1",,,,,PROSPECT,"85816 Westport Terrace",Sidomulyo,,,ID,,2025-03-20 14:19:14.009,UNKNOWN
MKT,"1442433",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1260,,,NOT_CONFIRMED,,,,,,,,10539,10539,,Jesselyn,Daile,JSLN,TL,jesselyn,daile,jesselyn,"46",1971-09-13,"61163 FAIRVIEW JUNCTION",Z√°KYNTHOS,,jdaile19@histats.com,jdaile19@histats.com,"1",,,,NORMAL,CUSTOMER,"61163 Fairview Junction",Z√°kynthos,,,GR,,2025-03-20 14:19:13.923,UNKNOWN
MKT,"1442770",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1261,,,NOT_CONFIRMED,,,,,,,,10540,10540,,Isaac,McCaffery,ISK,MKKF,isaac,mccaffery,ike,"30",1961-09-25,"528 SACHS DR",JIUXI,,imccafferyg@creativecommons.org,imccafferyg@creativecommons.org,"1",,,,HIGH,CUSTOMER,"528 Sachs Drive",Jiuxi,,,CN,,2025-03-20 14:19:14.086,MALE
MKT,"1442996",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1262,,,NOT_CONFIRMED,,,,,,,,10541,10541,,Cirilo,Glassford,SRL,KLSF,cirilo,glassford,cirilo,"97",1953-12-22,"82546 SULLIVAN RD",DAOQIAO,,cglassfordw@com.com,cglassfordw@com.com,"1",,,,,PROSPECT,"82546 Sullivan Road",Daoqiao,,,CN,,2025-03-20 14:19:14.165,UNKNOWN
MKT,"1444496",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1263,,,NOT_CONFIRMED,,,,,,,,10542,10542,,Benedetto,Mease,BNTT,MS,benedetto,mease,benedetto,"50",1970-12-07,"87 ONEILL TRAIL",LETUYI,,bmeaser@fotki.com,bmeaser@fotki.com,"1",,,,,PROSPECT,"87 Oneill Trail",Letuyi,,,CN,,2025-03-20 14:19:14.032,MALE
MKT,"1444527",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1264,,,NOT_CONFIRMED,,,,,,,,10543,10543,,Gian,Mohring,JN,MRNK,gian,mohring,gian,"91",1988-02-10,"59 SUTHERLAND RD",SONGYUAN,,gmohringp@discovery.com,gmohringp@discovery.com,"1",,,,NORMAL,CUSTOMER,"59 Sutherland Road",Songyuan,,,CN,,2025-03-20 14:19:13.969,MALE
MKT,"1444906",Person,89,2025-03-19 10:49:09.590,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1265,,,NOT_CONFIRMED,,,,,,,,10544,10544,,Dominic,Oslar,TMNK,OSLR,dominic,oslar,dom,"63",1965-10-10,"88884 SCHOOL HILL",TROSTYANETS‚Äô,,doslar1b@creativecommons.org,doslar1b@creativecommons.org,"1",,,,NORMAL,CUSTOMER,"88884 School Hill",Trostyanets‚Äô,,,UA,,2025-03-20 14:19:14.154,MALE
CRM,"1445909",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1172,,,NOT_CONFIRMED,,,,,,,,10548,10548,,Min,Dart,MN,TRT,min,dart,min,"97",1977-09-25,"861 BAY PASS",CABA,,mdart3@blogger.com,mdart3@blogger.com,"1",,,,,PROSPECT,"861 Bay Pass",Caba,,"2502",PH,,2025-03-20 14:19:13.905,FEMALE
CRM,"1445923",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1173,,,NOT_CONFIRMED,,,,,,,,10553,10553,,Chloe,Smalcombe,XL,SMLK,chloe,smalcombe,clo,"92",1984-12-28,"6 PAWLING CTR",LUOFANG,,csmalcombeh@ihg.com,csmalcombeh@ihg.com,"1",,,,,PROSPECT,"6 Pawling Ctr",Luofang,,,CN,,2025-03-20 14:19:14.115,FEMALE
CRM,"1445924",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1174,,,NOT_CONFIRMED,,,,,,,,10554,10554,,Farlegh,Kerrich,FRL,KRX,farlegh,kerrich,farlegh,"25",1947-02-10,"94 EASTWOOD PASS",KRASNOYE SELO,,fkerrichi@webs.com,fkerrichi@webs.com,"1",,,,,PROSPECT,"94 Eastwood Pass",Krasnoye Selo,,,RU,,2025-03-20 14:19:14.091,UNKNOWN
CRM,"1445926",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1175,,,NOT_CONFIRMED,,,,,,,,10555,10555,,Alaine,Emes,ALN,EMS,alaine,emes,alaine,"78",1959-12-12,"13 KENNEDY ST",LAS TEJERíAS,,aemesk@godaddy.com,aemesk@godaddy.com,"1",,,,,PROSPECT,"13 Kennedy St",Las Tejerías,,,VE,,2025-03-20 14:19:14.065,FEMALE
CRM,"1445927",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1176,,,NOT_CONFIRMED,,,,,,,,10556,10556,,Christie,Stennett,XRST,STNT,christie,stennett,christie,"67",1965-01-14,"85 JUDY CIRCLE",XINQIAO,,cstennettl@weebly.com,cstennettl@weebly.com,"1",,,,,PROSPECT,"85 Judy Circle",Xinqiao,,,CN,,2025-03-20 14:19:14.067,FEMALE
CRM,"1445928",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1177,,,NOT_CONFIRMED,,,,,,,,10557,10557,,Odo,Esom,OT,ESM,odo,esom,odo,"99",1995-01-21,"7147 RUTLEDGE AVE",IPOH,,oesomm@webs.com,oesomm@webs.com,"1",,,,,PROSPECT,"7147 Rutledge Avenue",Ipoh,,,MY,,2025-03-20 14:19:14.077,UNKNOWN
CRM,"1445931",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1179,,,NOT_CONFIRMED,,,,,,,,10559,10559,,Gwynner,Leachman,KNR,LXMN,gwynner,leachman,gwynner,"56",1973-02-26,"41539 BLUEJAY PLAZA",HAICHENG,,gleachmp@loc.gov,gleachmp@loc.gov,"1",,,,,PROSPECT,"41539 Bluejay Plaza",Haicheng,,,CN,,2025-03-20 14:19:14.144,UNKNOWN
CRM,"1445933",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1180,,,NOT_CONFIRMED,,,,,,,,10560,10560,,Charis,Tuxell,KRS,TKSL,charis,tuxell,charis,"4",1951-06-17,"3 ROTH ST",CAIJIAZHA,,ctuxellr@apache.org,ctuxellr@apache.org,"1",,,,,PROSPECT,"3 Roth Street",Caijiazha,,,CN,,2025-03-20 14:19:14.169,UNKNOWN
CRM,"1445941",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1181,,,NOT_CONFIRMED,,,,,,,,10561,10561,,Emily,Geraldo,EML,JRLT,emily,geraldo,emmy,"20",1956-07-30,"81 TALMADGE RD",MALALAG,,egeraldoz@nasa.gov,egeraldoz@nasa.gov,"1",,,,NORMAL,CUSTOMER,"81 Talmadge Rd",Malalag,,,PH,,2025-03-20 14:19:13.933,FEMALE
CRM,"1445955",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1065,,,NOT_CONFIRMED,,,,,,,,10568,10568,,Georgy,Gilpillan,JRJ,JLPL,georgy,gilpillan,georgy,"61",1979-07-09,"5 RAMSEY PL",NOVOALTAYSK,,ggilpillan1d@histats.com,ggilpillan1d@histats.com,"1",,,,NORMAL,CUSTOMER,"5 Ramsey Pl",Novoaltaysk,,,RU,,2025-03-20 14:19:13.967,UNKNOWN
MKT,"1445910",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1267,,,NOT_CONFIRMED,,,,,,,,10570,10570,,Chloe,Glsassford,XL,KLSS,chloe,glsassford,clo,"43",1952-11-25,"82546 SULLIVAN ST",GAOBEIDIAN,,cglassford4@addtoany.com,cglassford4@addtoany.com,"1",,,,NORMAL,CUSTOMER,"82546 Sullivan St",Gaobeidian,,,CN,,2025-03-20 14:19:14.018,FEMALE
MKT,"1445911",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1268,,,NOT_CONFIRMED,,,,,,,,10571,10571,,Gusti,McNabb,KST,MKNB,gusti,mcnabb,gusti,"14",1958-03-13,"68 ANDERSON CIRCLE",TOBRUK,,gmcnabb5@howstuffworks.com,gmcnabb5@howstuffworks.com,"1",,,,NORMAL,CUSTOMER,"68 Anderson Circle",Tobruk,,,LY,,2025-03-20 14:19:14.134,UNKNOWN
MKT,"1445912",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1269,,,NOT_CONFIRMED,,,,,,,,10572,10572,,Jerrie,Swaddell,JR,SWTL,jerrie,swaddell,jerrie,"31",1973-02-26,"22 BOWMAN ST",PORT-AUX-FRANçAIS,,jswaddell6@mac.com,jswaddell6@mac.com,"1",,,,NORMAL,CUSTOMER,"22 Bowman St",Port-aux-Français,,,TF,,2025-03-20 14:19:14.054,UNKNOWN
MKT,"1445913",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1270,,,NOT_CONFIRMED,,,,,,,,10573,10573,,Demetria,Whittenbury,TMTR,WTNB,demetria,whittenbury,demetria,"58",1967-01-19,"9 TOMSCOT PKWY",SOUTOCICO,,dwhittenbury7@so-net.ne.jp,dwhittenbury7@so-net.ne.jp,"1",,,,,PROSPECT,"9 Tomscot Parkway",Soutocico,,"2420-577",PT,,2025-03-20 14:19:14.020,UNKNOWN
MKT,"1445915",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1271,,,NOT_CONFIRMED,,,,,,,,10574,10574,,Donielle,Dunlap,TNL,TNLP,donielle,dunlap,donielle,"37",1972-12-07,"1 MORROW AVE",SAN JUAN BAUTISTA,,ddunlap9@state.gov,ddunlap9@state.gov,"1",,,,NORMAL,CUSTOMER,"1 Morrow Avenue",San Juan Bautista,,,PE,,2025-03-20 14:19:14.179,UNKNOWN
MKT,"1445918",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1272,,,NOT_CONFIRMED,,,,,,,,10575,10575,,Valaria,Twiddy,FLR,TWT,valaria,twiddy,valaria,"82",1976-05-13,"70353 RUSKIN PLZ",MAMBOLO,,vtwiddy@engadget.com,vtwiddy@engadget.com,"1",,,,NORMAL,CUSTOMER,"70353 Ruskin Plz",Mambolo,,,SL,,2025-03-20 14:19:14.106,UNKNOWN
MKT,"1445921",Person,89,2025-03-19 11:12:06.945,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1273,,,NOT_CONFIRMED,,,,,,,,10576,10576,,Agathe,Collihole,AK0,KLHL,agathe,collihole,agathe,"10",1998-10-01,"5 ARIZONA TERRACE",BOROVIKHA,,acolliholf@sun.com,acolliholf@sun.com,"1",,,,,PROSPECT,"5 Arizona Terrace",Borovikha,,,RU,,2025-03-20 14:19:14.035,UNKNOWN
